id,created_at,owner_id,name,email,phone,segment,industry,first_touch_channel,last_touch_channel,crm_account_id
387,2022-06-02T13:18:54Z,387,Winfred Bussell,wbussellaq@apple.com,719-182-5796,segment2,Computer Software: Prepackaged Software,channel5,channel1,387
388,2022-09-16T21:10:51Z,388,Aundrea Salthouse,asalthousear@shutterfly.com,363-291-6329,segment4,Other Consumer Services,channel5,channel1,388
389,2022-12-20T13:59:35Z,389,Winnie Pittam,wpittamas@amazon.co.uk,708-536-3290,segment4,Broadcasting,channel3,channel1,389
390,2022-03-16T00:18:55Z,390,Lloyd Birbeck,lbirbeckat@wikia.com,681-446-7923,segment3,Plastic Products,channel2,channel4,390
391,2022-03-31T05:47:58Z,391,Latrena Carnaman,lcarnamanau@wiley.com,482-378-5971,segment2,Major Banks,channel4,channel3,391
392,2022-12-22T02:40:52Z,392,Uriah Kreber,ukreberav@feedburner.com,529-164-8210,segment4,Business Services,channel4,channel2,392
393,2022-06-21T09:41:01Z,393,Gerladina Orrick,gorrickaw@hubpages.com,322-834-6617,segment3,n/a,channel2,channel5,393
394,2022-12-20T22:06:11Z,394,Sunny Guilayn,sguilaynax@marriott.com,419-431-6146,segment2,Major Pharmaceuticals,channel4,channel2,394
395,2022-07-22T21:45:19Z,395,Roarke Tadd,rtadday@de.vu,391-894-3189,segment4,n/a,channel3,channel1,395
396,2022-08-06T03:44:55Z,396,Axe Kevis,akevisaz@patch.com,652-254-1034,segment2,Biotechnology: Biological Products (No Diagnostic Substances),channel2,channel1,396
397,2022-03-13T19:51:14Z,397,Marris Rowth,mrowthb0@toplist.cz,260-138-4283,segment4,Telecommunications Equipment,channel5,channel1,397
398,2022-05-17T17:13:41Z,398,Darsey Castellini,dcastellinib1@home.pl,588-236-1166,segment2,Computer Software: Prepackaged Software,channel3,channel5,398
399,2022-09-10T20:10:38Z,399,Luise Berlin,lberlinb2@illinois.edu,213-818-7049,segment4,n/a,channel5,channel2,399
400,2022-04-15T00:29:28Z,400,Elliott Southall,esouthallb3@disqus.com,662-433-1316,segment1,Biotechnology: Biological Products (No Diagnostic Substances),channel4,channel5,400
401,2022-10-10T14:51:56Z,401,Karalee Briton,kbritonb4@boston.com,299-575-5822,segment3,n/a,channel4,channel1,401
402,2022-04-18T14:21:35Z,402,Thibaut Halliburton,thalliburtonb5@barnesandnoble.com,641-770-7345,segment2,n/a,channel5,channel3,402
403,2022-08-20T18:44:31Z,403,Bronnie Ingles,binglesb6@google.com,946-208-5890,segment1,Semiconductors,channel4,channel5,403
404,2022-09-16T05:12:30Z,404,Gillian Gatteridge,ggatteridgeb7@ted.com,148-844-1105,segment1,n/a,channel4,channel3,404
405,2022-11-01T02:47:08Z,405,Haily Dunabie,hdunabieb8@dailymail.co.uk,128-385-8744,segment1,Real Estate,channel4,channel5,405
406,2023-02-12T19:49:22Z,406,Adamo Pietzker,apietzkerb9@tinyurl.com,380-111-0326,segment2,Power Generation,channel4,channel3,406
407,2023-02-13T07:39:46Z,407,Alyssa Jeffcoat,ajeffcoatba@time.com,795-948-6085,segment4,Major Banks,channel4,channel3,407
408,2022-12-26T10:53:46Z,408,Benita Rozea,brozeabb@dropbox.com,516-610-2445,segment4,n/a,channel2,channel3,408
409,2022-03-01T09:19:01Z,409,Leyla Mattiacci,lmattiaccibc@xing.com,584-920-0901,segment4,Major Pharmaceuticals,channel2,channel5,409
410,2022-12-15T06:59:16Z,410,Johan Stedmond,jstedmondbd@cnbc.com,411-659-1611,segment3,n/a,channel4,channel1,410
411,2022-12-02T18:24:23Z,411,Reinhard Andresser,randresserbe@paginegialle.it,937-213-8065,segment3,Other Specialty Stores,channel3,channel1,411
412,2023-01-03T04:34:59Z,412,Jaimie Croux,jcrouxbf@hibu.com,134-871-1283,segment4,Radio And Television Broadcasting And Communications Equipment,channel3,channel5,412
413,2022-09-26T14:25:20Z,413,Iosep Spiller,ispillerbg@kickstarter.com,724-135-0126,segment3,n/a,channel3,channel3,413
414,2023-01-14T19:06:55Z,414,Ingrid Fine,ifinebh@elegantthemes.com,252-476-3652,segment1,Engineering & Construction,channel3,channel4,414
415,2022-04-25T16:05:54Z,415,Shauna Mangon,smangonbi@gnu.org,958-800-1358,segment1,Business Services,channel3,channel3,415
416,2022-05-30T01:05:04Z,416,Neale Terrington,nterringtonbj@nytimes.com,603-658-8810,segment2,Major Banks,channel3,channel5,416
417,2022-07-02T08:25:03Z,417,Eleanor Sunter,esunterbk@cargocollective.com,613-549-5366,segment4,n/a,channel4,channel5,417
418,2022-04-20T00:37:58Z,418,Alica Etock,aetockbl@oaic.gov.au,442-648-1122,segment2,n/a,channel1,channel3,418
419,2022-08-20T17:19:03Z,419,Caritta Chadbourn,cchadbournbm@berkeley.edu,802-868-8729,segment1,Building Materials,channel1,channel4,419
420,2023-02-07T17:23:11Z,420,Timmie Kelemen,tkelemenbn@prweb.com,976-296-2274,segment4,Major Pharmaceuticals,channel2,channel1,420
421,2023-02-12T20:46:41Z,421,Danya Copcote,dcopcotebo@nsw.gov.au,457-608-5961,segment3,n/a,channel4,channel5,421
422,2022-04-27T15:34:18Z,422,Idalina Carette,icarettebp@miibeian.gov.cn,998-325-6020,segment4,Major Pharmaceuticals,channel2,channel3,422
423,2022-09-24T08:55:57Z,423,Benita Aylett,baylettbq@umich.edu,296-315-7618,segment1,Food Chains,channel2,channel4,423
424,2022-09-21T00:02:37Z,424,Lorene Gauche,lgauchebr@dropbox.com,313-377-4370,segment1,n/a,channel4,channel5,424
425,2022-11-03T16:27:50Z,425,Lyn Twinning,ltwinningbs@wp.com,213-206-1684,segment2,Real Estate Investment Trusts,channel3,channel5,425
426,2022-12-08T06:24:47Z,426,Katya Spera,ksperabt@fc2.com,322-892-8748,segment4,n/a,channel5,channel4,426
427,2022-09-02T18:38:43Z,427,Clare Ankers,cankersbu@nps.gov,678-571-8138,segment1,Electric Utilities: Central,channel1,channel4,427
428,2022-12-24T05:48:03Z,428,Wallas Sage,wsagebv@geocities.jp,629-196-3169,segment4,Telecommunications Equipment,channel2,channel5,428
429,2023-02-16T16:02:23Z,429,Serge Hampshire,shampshirebw@hhs.gov,265-800-6040,segment2,Commercial Banks,channel2,channel2,429
430,2022-03-24T08:51:10Z,430,Bibbye Lipscombe,blipscombebx@last.fm,244-187-6891,segment4,Engineering & Construction,channel5,channel2,430
431,2022-08-09T08:45:43Z,431,Clarita Mozzini,cmozziniby@mapquest.com,564-521-0577,segment3,Restaurants,channel5,channel3,431
432,2022-09-06T20:20:35Z,432,Margaret Dunham,mdunhambz@artisteer.com,765-863-5773,segment1,n/a,channel2,channel5,432
433,2023-02-12T10:29:56Z,433,Estell Caldayrou,ecaldayrouc0@mit.edu,987-430-2492,segment1,n/a,channel4,channel3,433
434,2022-09-21T01:59:58Z,434,Ansel Pittam,apittamc1@godaddy.com,689-798-6686,segment1,Biotechnology: Biological Products (No Diagnostic Substances),channel2,channel1,434
435,2022-09-08T00:52:59Z,435,Morena Readitt,mreadittc2@sina.com.cn,412-170-2143,segment4,Business Services,channel4,channel3,435
436,2022-03-03T04:36:05Z,436,Constantine Brychan,cbrychanc3@ibm.com,701-183-6256,segment1,Electrical Products,channel5,channel5,436
437,2023-02-10T07:42:22Z,437,Josselyn Balassa,jbalassac4@thetimes.co.uk,414-816-8827,segment2,n/a,channel1,channel5,437
438,2022-10-01T10:53:08Z,438,Wittie Meany,wmeanyc5@marriott.com,571-669-9023,segment2,Investment Managers,channel4,channel4,438
439,2022-12-12T21:28:34Z,439,Tristan Chaudret,tchaudretc6@mediafire.com,785-825-0493,segment2,Hotels/Resorts,channel1,channel5,439
440,2022-12-03T18:28:35Z,440,Kiersten Street,kstreetc7@ovh.net,689-933-7241,segment2,n/a,channel4,channel2,440
441,2022-03-05T01:47:14Z,441,Wayland Jiggen,wjiggenc8@google.com,893-261-0979,segment3,RETAIL: Building Materials,channel5,channel1,441
442,2022-12-25T19:45:11Z,442,Cherilynn Caro,ccaroc9@cafepress.com,519-140-6619,segment1,Electric Utilities: Central,channel2,channel2,442
443,2022-12-21T08:23:53Z,443,Leontine MacDonnell,lmacdonnellca@amazon.co.uk,780-856-3101,segment2,Major Pharmaceuticals,channel2,channel3,443
444,2023-01-26T02:35:32Z,444,Stephanus Barrim,sbarrimcb@discuz.net,834-342-3378,segment3,Biotechnology: Biological Products (No Diagnostic Substances),channel2,channel3,444
445,2022-07-15T20:40:27Z,445,Harmon Sodor,hsodorcc@printfriendly.com,858-233-3902,segment1,Air Freight/Delivery Services,channel3,channel1,445
446,2022-10-05T19:46:01Z,446,Seward Kleinstub,skleinstubcd@multiply.com,799-586-1755,segment2,Computer Software: Prepackaged Software,channel4,channel4,446
447,2022-06-14T19:54:36Z,447,Standford Dawney,sdawneyce@blinklist.com,926-619-0960,segment4,n/a,channel5,channel5,447
448,2022-11-26T01:59:25Z,448,Angelique Brodest,abrodestcf@zimbio.com,647-830-6352,segment3,Computer Software: Prepackaged Software,channel1,channel1,448
449,2022-06-25T22:58:07Z,449,Ethe Anstice,eansticecg@wikimedia.org,894-305-9712,segment2,Auto Parts:O.E.M.,channel2,channel1,449
450,2022-08-22T19:07:52Z,450,Willette Ghent,wghentch@engadget.com,239-726-0918,segment2,Savings Institutions,channel5,channel2,450
451,2022-09-03T19:01:57Z,451,Kari de Tocqueville,kdeci@theatlantic.com,594-776-0760,segment1,EDP Services,channel4,channel4,451
452,2022-07-04T07:14:14Z,452,Marris Twelves,mtwelvescj@plala.or.jp,988-488-6176,segment4,n/a,channel2,channel1,452
453,2022-03-10T12:51:15Z,453,Tina Haughton,thaughtonck@bigcartel.com,526-254-5195,segment1,Biotechnology: Electromedical & Electrotherapeutic Apparatus,channel1,channel1,453
454,2022-12-19T21:52:09Z,454,Hernando Swains,hswainscl@nhs.uk,881-920-1438,segment2,Professional Services,channel3,channel3,454
455,2022-11-17T12:42:33Z,455,Jae Maasz,jmaaszcm@sakura.ne.jp,622-494-2520,segment4,Computer Software: Prepackaged Software,channel3,channel3,455
456,2022-11-20T15:32:59Z,456,Felicio Jansky,fjanskycn@disqus.com,421-803-7631,segment4,Professional Services,channel3,channel5,456
457,2022-05-16T03:05:56Z,457,Naomi Clinning,nclinningco@webmd.com,166-936-3615,segment2,Major Pharmaceuticals,channel5,channel5,457
458,2022-05-05T20:30:27Z,458,Guinevere Gallihawk,ggallihawkcp@omniture.com,345-291-8941,segment2,Professional Services,channel5,channel5,458
459,2022-11-17T12:40:20Z,459,Bryanty Neary,bnearycq@istockphoto.com,165-830-5399,segment1,n/a,channel1,channel1,459
460,2023-02-18T06:06:27Z,460,Wilfrid Need,wneedcr@europa.eu,301-782-2469,segment1,Railroads,channel2,channel5,460
461,2023-02-20T15:08:54Z,461,Amata Hitchens,ahitchenscs@msn.com,637-121-0069,segment2,Medical/Dental Instruments,channel4,channel4,461
462,2023-02-04T10:58:19Z,462,Kettie Poli,kpolict@mysql.com,494-193-8705,segment4,Industrial Specialties,channel4,channel1,462
463,2022-03-21T06:35:35Z,463,Gabriello Von Welden,gvoncu@unblog.fr,311-788-7277,segment2,EDP Services,channel3,channel1,463
464,2022-08-01T12:23:28Z,464,Ximenez McGirl,xmcgirlcv@de.vu,143-954-2474,segment3,Restaurants,channel5,channel3,464
465,2022-03-21T14:31:59Z,465,Marybeth Perry,mperrycw@blogger.com,834-437-2021,segment2,Auto Parts:O.E.M.,channel5,channel5,465
466,2022-02-24T02:14:55Z,466,Bernard O'Cannavan,bocannavancx@live.com,153-293-5767,segment3,Oil Refining/Marketing,channel2,channel2,466
467,2022-11-19T03:59:56Z,467,Willdon Baish,wbaishcy@vinaora.com,617-550-2717,segment4,Savings Institutions,channel2,channel3,467
468,2022-09-23T20:55:47Z,468,Tyrone Waddilove,twaddilovecz@digg.com,279-436-6493,segment3,Commercial Banks,channel5,channel1,468
469,2022-08-30T09:43:59Z,469,Alexine Cancellieri,acancellierid0@360.cn,231-103-9317,segment4,Specialty Insurers,channel5,channel1,469
470,2023-01-20T09:50:30Z,470,Margy Ruler,mrulerd1@163.com,288-783-9977,segment1,EDP Services,channel5,channel2,470
471,2023-01-18T18:15:50Z,471,Valentijn Romanelli,vromanellid2@wordpress.com,841-677-2358,segment2,n/a,channel3,channel1,471
472,2022-11-08T09:16:02Z,472,Pierce Dance,pdanced3@state.tx.us,710-388-1492,segment4,Major Banks,channel5,channel2,472
473,2022-12-07T06:56:01Z,473,Meriel Sunnucks,msunnucksd4@nifty.com,371-789-2762,segment1,Savings Institutions,channel4,channel2,473
474,2023-01-10T21:09:31Z,474,Hana Blazy,hblazyd5@senate.gov,613-662-4527,segment3,Real Estate Investment Trusts,channel2,channel2,474
475,2022-12-07T14:19:48Z,475,Vinni Molden,vmoldend6@lulu.com,841-814-7750,segment1,Computer Software: Prepackaged Software,channel2,channel4,475
476,2022-06-18T08:47:50Z,476,Tracy Davids,tdavidsd7@nba.com,686-406-9115,segment1,Oil & Gas Production,channel3,channel3,476
477,2022-12-29T00:29:00Z,477,Peri Knapton,pknaptond8@networkadvertising.org,295-366-7897,segment2,Real Estate Investment Trusts,channel5,channel4,477
478,2022-07-13T08:59:14Z,478,Avivah MacConnell,amacconnelld9@ask.com,768-724-5292,segment4,Investment Managers,channel4,channel1,478
479,2023-02-11T22:59:54Z,479,Bartholomeus Prise,bpriseda@parallels.com,292-981-7193,segment3,Clothing/Shoe/Accessory Stores,channel1,channel3,479
480,2022-12-20T17:04:22Z,480,Emanuel Flannery,eflannerydb@blogger.com,335-845-2627,segment3,Forest Products,channel1,channel4,480
481,2022-10-19T06:17:22Z,481,Maridel Scupham,mscuphamdc@oracle.com,915-499-7729,segment1,Steel/Iron Ore,channel5,channel2,481
482,2022-03-10T02:23:58Z,482,Noland Coucher,ncoucherdd@biglobe.ne.jp,751-464-1205,segment2,Major Banks,channel1,channel2,482
483,2022-09-18T14:50:55Z,483,Jennilee Dunmore,jdunmorede@dedecms.com,226-144-1216,segment4,Property-Casualty Insurers,channel2,channel3,483
484,2022-08-27T03:28:02Z,484,Alexis Parnby,aparnbydf@tumblr.com,771-686-0519,segment4,Industrial Machinery/Components,channel1,channel3,484
485,2023-02-18T13:46:12Z,485,Cherlyn Oxborough,coxboroughdg@deliciousdays.com,181-235-0375,segment1,Major Banks,channel3,channel4,485
486,2022-11-05T17:14:23Z,486,Gilbertina Covotti,gcovottidh@house.gov,298-818-1350,segment1,n/a,channel3,channel2,486
487,2023-01-06T14:10:58Z,487,Danielle Lexa,dlexadi@wikia.com,969-343-8328,segment4,Business Services,channel5,channel4,487
488,2022-04-08T16:10:35Z,488,Rozele Whartonby,rwhartonbydj@paginegialle.it,691-154-4575,segment3,Hospital/Nursing Management,channel4,channel4,488
489,2022-06-30T21:58:22Z,489,Tammie Holehouse,tholehousedk@globo.com,433-703-7751,segment4,n/a,channel5,channel3,489
490,2022-05-06T10:17:29Z,490,Ab Stieger,astiegerdl@about.com,183-795-7829,segment1,n/a,channel4,channel4,490
491,2022-05-24T22:07:13Z,491,Myriam MacElroy,mmacelroydm@example.com,886-637-0800,segment4,n/a,channel2,channel3,491
492,2022-11-22T03:46:54Z,492,Esther Rains,erainsdn@arstechnica.com,922-706-0973,segment4,Savings Institutions,channel1,channel4,492
493,2022-08-20T12:19:49Z,493,Thomasin Bampfield,tbampfielddo@vkontakte.ru,432-405-2114,segment3,Catalog/Specialty Distribution,channel5,channel4,493
494,2023-02-10T05:30:39Z,494,Henri Phelips,hphelipsdp@si.edu,216-702-7451,segment3,Savings Institutions,channel5,channel5,494
495,2023-01-08T20:15:47Z,495,Diannne Nigh,dnighdq@google.pl,995-212-9110,segment4,Finance: Consumer Services,channel4,channel4,495
496,2022-06-06T21:59:18Z,496,Glen Steer,gsteerdr@goo.ne.jp,311-827-6731,segment3,Major Pharmaceuticals,channel1,channel4,496
497,2022-07-25T04:07:34Z,497,Orsola Sedger,osedgerds@state.tx.us,149-534-4489,segment4,n/a,channel4,channel3,497
498,2022-12-12T19:27:33Z,498,Ileana Griffoen,igriffoendt@example.com,209-849-1679,segment3,Clothing/Shoe/Accessory Stores,channel3,channel2,498
499,2022-11-18T22:09:27Z,499,Marianne Clardge,mclardgedu@infoseek.co.jp,714-701-4075,segment3,Oil & Gas Production,channel3,channel3,499
500,2022-12-10T22:00:04Z,500,Leigh Quick,lquickdv@shareasale.com,516-278-1738,segment4,n/a,channel5,channel4,500
